,City,Total Price,Rupee_per_area(sq-feet),Area,Apartement
96681,Ghaziabad,2.06,8300.0,2485,3.0
96682,Greater Noida,53.12,4660.0,1140,2.0
96683,Greater Noida,47.31,3850.0,1229,2.0
96684,Greater Noida,78.75,4716.0,1670,3.0
96686,Greater Noida,71.89,4424.0,1625,3.0
96687,Ghaziabad,17.03,4518.0,377,1.0
96688,Ghaziabad,28.8,2400.0,1200,2.0
96689,Ghaziabad,98.0,4900.0,2000,3.0
96691,Greater Noida,51.89,4850.0,1070,2.0
96692,Greater Noida,78.72,4700.0,1675,3.0
96693,Greater Noida,67.7,4299.0,1575,3.0
96694,Greater Noida,76.21,5293.0,1440,3.0
96696,Greater Noida,37.39,3800.0,984,2.0
96697,Noida,3.87,11000.0,3525,4.0
96699,Lucknow,49.0,4000.0,1225,2.0
96700,Ghaziabad,57.25,5000.0,1145,2.0
96701,Ghaziabad,2.06,8300.0,2485,3.0
96702,Greater Noida,53.12,4660.0,1140,2.0
96703,Greater Noida,47.31,3850.0,1229,2.0
96704,Greater Noida,78.75,4716.0,1670,3.0
96706,Greater Noida,71.89,4424.0,1625,3.0
96707,Ghaziabad,17.03,4518.0,377,1.0
96708,Ghaziabad,28.8,2400.0,1200,2.0
96709,Ghaziabad,98.0,4900.0,2000,3.0
96711,Greater Noida,51.89,4850.0,1070,2.0
96712,Greater Noida,78.72,4700.0,1675,3.0
96713,Greater Noida,67.7,4299.0,1575,3.0
96714,Greater Noida,76.21,5293.0,1440,3.0
96716,Greater Noida,37.39,3800.0,984,2.0
96717,Noida,3.87,11000.0,3525,4.0
96719,Lucknow,49.0,4000.0,1225,2.0
96720,Ghaziabad,57.25,5000.0,1145,2.0
96721,Ghaziabad,2.06,8300.0,2485,3.0
96722,Greater Noida,53.12,4660.0,1140,2.0
96723,Greater Noida,47.31,3850.0,1229,2.0
96724,Greater Noida,78.75,4716.0,1670,3.0
96726,Greater Noida,71.89,4424.0,1625,3.0
96727,Ghaziabad,17.03,4518.0,377,1.0
96728,Ghaziabad,28.8,2400.0,1200,2.0
96729,Ghaziabad,98.0,4900.0,2000,3.0
96731,Greater Noida,51.89,4850.0,1070,2.0
96732,Greater Noida,78.72,4700.0,1675,3.0
96733,Greater Noida,67.7,4299.0,1575,3.0
96734,Greater Noida,76.21,5293.0,1440,3.0
96736,Greater Noida,37.39,3800.0,984,2.0
96737,Noida,3.87,11000.0,3525,4.0
96739,Lucknow,49.0,4000.0,1225,2.0
96740,Ghaziabad,57.25,5000.0,1145,2.0
96741,Ghaziabad,2.06,8300.0,2485,3.0
96742,Greater Noida,53.12,4660.0,1140,2.0
96743,Greater Noida,47.31,3850.0,1229,2.0
96744,Greater Noida,78.75,4716.0,1670,3.0
96746,Greater Noida,71.89,4424.0,1625,3.0
96747,Ghaziabad,17.03,4518.0,377,1.0
96748,Ghaziabad,28.8,2400.0,1200,2.0
96749,Ghaziabad,98.0,4900.0,2000,3.0
96751,Greater Noida,51.89,4850.0,1070,2.0
96752,Greater Noida,78.72,4700.0,1675,3.0
96753,Greater Noida,67.7,4299.0,1575,3.0
96754,Greater Noida,76.21,5293.0,1440,3.0
96756,Greater Noida,37.39,3800.0,984,2.0
96757,Noida,3.87,11000.0,3525,4.0
96759,Lucknow,49.0,4000.0,1225,2.0
96760,Ghaziabad,57.25,5000.0,1145,2.0
96761,Ghaziabad,2.06,8300.0,2485,3.0
96762,Greater Noida,53.12,4660.0,1140,2.0
96763,Greater Noida,47.31,3850.0,1229,2.0
96764,Greater Noida,78.75,4716.0,1670,3.0
96766,Greater Noida,71.89,4424.0,1625,3.0
96767,Ghaziabad,17.03,4518.0,377,1.0
96768,Ghaziabad,28.8,2400.0,1200,2.0
96769,Ghaziabad,98.0,4900.0,2000,3.0
96771,Greater Noida,51.89,4850.0,1070,2.0
96772,Greater Noida,78.72,4700.0,1675,3.0
96773,Greater Noida,67.7,4299.0,1575,3.0
96774,Greater Noida,76.21,5293.0,1440,3.0
96776,Greater Noida,37.39,3800.0,984,2.0
96777,Noida,3.87,11000.0,3525,4.0
96779,Lucknow,49.0,4000.0,1225,2.0
96780,Ghaziabad,57.25,5000.0,1145,2.0
96781,Ghaziabad,2.06,8300.0,2485,3.0
96782,Greater Noida,53.12,4660.0,1140,2.0
96783,Greater Noida,47.31,3850.0,1229,2.0
96784,Greater Noida,78.75,4716.0,1670,3.0
96786,Greater Noida,71.89,4424.0,1625,3.0
96787,Ghaziabad,17.03,4518.0,377,1.0
96788,Ghaziabad,28.8,2400.0,1200,2.0
96789,Ghaziabad,98.0,4900.0,2000,3.0
96791,Greater Noida,51.89,4850.0,1070,2.0
96792,Greater Noida,78.72,4700.0,1675,3.0
96793,Greater Noida,67.7,4299.0,1575,3.0
96794,Greater Noida,76.21,5293.0,1440,3.0
96796,Greater Noida,37.39,3800.0,984,2.0
96797,Noida,3.87,11000.0,3525,4.0
96799,Lucknow,49.0,4000.0,1225,2.0
96800,Ghaziabad,57.25,5000.0,1145,2.0
96801,Ghaziabad,2.06,8300.0,2485,3.0
96802,Greater Noida,53.12,4660.0,1140,2.0
96803,Greater Noida,47.31,3850.0,1229,2.0
96804,Greater Noida,78.75,4716.0,1670,3.0
96806,Greater Noida,71.89,4424.0,1625,3.0
96807,Ghaziabad,17.03,4518.0,377,1.0
96808,Ghaziabad,28.8,2400.0,1200,2.0
96809,Ghaziabad,98.0,4900.0,2000,3.0
96811,Greater Noida,51.89,4850.0,1070,2.0
96812,Greater Noida,78.72,4700.0,1675,3.0
96813,Greater Noida,67.7,4299.0,1575,3.0
96814,Greater Noida,76.21,5293.0,1440,3.0
96816,Greater Noida,37.39,3800.0,984,2.0
96817,Noida,3.87,11000.0,3525,4.0
96819,Lucknow,49.0,4000.0,1225,2.0
96820,Ghaziabad,57.25,5000.0,1145,2.0
96821,Ghaziabad,2.06,8300.0,2485,3.0
96822,Greater Noida,53.12,4660.0,1140,2.0
96823,Greater Noida,47.31,3850.0,1229,2.0
96824,Greater Noida,78.75,4716.0,1670,3.0
96826,Greater Noida,71.89,4424.0,1625,3.0
96827,Ghaziabad,17.03,4518.0,377,1.0
96828,Ghaziabad,28.8,2400.0,1200,2.0
96829,Ghaziabad,98.0,4900.0,2000,3.0
96831,Greater Noida,51.89,4850.0,1070,2.0
96832,Greater Noida,78.72,4700.0,1675,3.0
96833,Greater Noida,67.7,4299.0,1575,3.0
96834,Greater Noida,76.21,5293.0,1440,3.0
96836,Greater Noida,37.39,3800.0,984,2.0
96837,Noida,3.87,11000.0,3525,4.0
96839,Lucknow,49.0,4000.0,1225,2.0
96840,Ghaziabad,57.25,5000.0,1145,2.0
96841,Ghaziabad,2.06,8300.0,2485,3.0
96842,Greater Noida,53.12,4660.0,1140,2.0
96843,Greater Noida,47.31,3850.0,1229,2.0
96844,Greater Noida,78.75,4716.0,1670,3.0
96846,Greater Noida,71.89,4424.0,1625,3.0
96847,Ghaziabad,17.03,4518.0,377,1.0
96848,Ghaziabad,28.8,2400.0,1200,2.0
96849,Ghaziabad,98.0,4900.0,2000,3.0
96851,Greater Noida,51.89,4850.0,1070,2.0
96852,Greater Noida,78.72,4700.0,1675,3.0
96853,Greater Noida,67.7,4299.0,1575,3.0
96854,Greater Noida,76.21,5293.0,1440,3.0
96856,Greater Noida,37.39,3800.0,984,2.0
96857,Noida,3.87,11000.0,3525,4.0
96859,Lucknow,49.0,4000.0,1225,2.0
96860,Ghaziabad,57.25,5000.0,1145,2.0
96861,Ghaziabad,2.06,8300.0,2485,3.0
96862,Greater Noida,53.12,4660.0,1140,2.0
96863,Greater Noida,47.31,3850.0,1229,2.0
96864,Greater Noida,78.75,4716.0,1670,3.0
96866,Greater Noida,71.89,4424.0,1625,3.0
96867,Ghaziabad,17.03,4518.0,377,1.0
96868,Ghaziabad,28.8,2400.0,1200,2.0
96869,Ghaziabad,98.0,4900.0,2000,3.0
96871,Greater Noida,51.89,4850.0,1070,2.0
96872,Greater Noida,78.72,4700.0,1675,3.0
96873,Greater Noida,67.7,4299.0,1575,3.0
96874,Greater Noida,76.21,5293.0,1440,3.0
96876,Greater Noida,37.39,3800.0,984,2.0
96877,Noida,3.87,11000.0,3525,4.0
96879,Lucknow,49.0,4000.0,1225,2.0
96880,Ghaziabad,57.25,5000.0,1145,2.0
96881,Ghaziabad,2.06,8300.0,2485,3.0
96882,Greater Noida,53.12,4660.0,1140,2.0
96883,Greater Noida,47.31,3850.0,1229,2.0
96884,Greater Noida,78.75,4716.0,1670,3.0
96886,Greater Noida,71.89,4424.0,1625,3.0
96887,Ghaziabad,17.03,4518.0,377,1.0
96888,Ghaziabad,28.8,2400.0,1200,2.0
96889,Ghaziabad,98.0,4900.0,2000,3.0
96891,Greater Noida,51.89,4850.0,1070,2.0
96892,Greater Noida,78.72,4700.0,1675,3.0
96893,Greater Noida,67.7,4299.0,1575,3.0
96894,Greater Noida,76.21,5293.0,1440,3.0
96896,Greater Noida,37.39,3800.0,984,2.0
96897,Noida,3.87,11000.0,3525,4.0
96899,Lucknow,49.0,4000.0,1225,2.0
96900,Ghaziabad,57.25,5000.0,1145,2.0
96901,Ghaziabad,2.06,8300.0,2485,3.0
96902,Greater Noida,53.12,4660.0,1140,2.0
96903,Greater Noida,47.31,3850.0,1229,2.0
96904,Greater Noida,78.75,4716.0,1670,3.0
96906,Greater Noida,71.89,4424.0,1625,3.0
96907,Ghaziabad,17.03,4518.0,377,1.0
96908,Ghaziabad,28.8,2400.0,1200,2.0
96909,Ghaziabad,98.0,4900.0,2000,3.0
96911,Greater Noida,51.89,4850.0,1070,2.0
96912,Greater Noida,78.72,4700.0,1675,3.0
96913,Greater Noida,67.7,4299.0,1575,3.0
96914,Greater Noida,76.21,5293.0,1440,3.0
96916,Greater Noida,37.39,3800.0,984,2.0
96917,Noida,3.87,11000.0,3525,4.0
96919,Lucknow,49.0,4000.0,1225,2.0
96920,Ghaziabad,57.25,5000.0,1145,2.0
96921,Ghaziabad,2.06,8300.0,2485,3.0
96922,Greater Noida,53.12,4660.0,1140,2.0
96923,Greater Noida,47.31,3850.0,1229,2.0
96924,Greater Noida,78.75,4716.0,1670,3.0
96926,Greater Noida,71.89,4424.0,1625,3.0
96927,Ghaziabad,17.03,4518.0,377,1.0
96928,Ghaziabad,28.8,2400.0,1200,2.0
96929,Ghaziabad,98.0,4900.0,2000,3.0
96931,Greater Noida,51.89,4850.0,1070,2.0
96932,Greater Noida,78.72,4700.0,1675,3.0
96933,Greater Noida,67.7,4299.0,1575,3.0
96934,Greater Noida,76.21,5293.0,1440,3.0
96936,Greater Noida,37.39,3800.0,984,2.0
96937,Noida,3.87,11000.0,3525,4.0
96939,Lucknow,49.0,4000.0,1225,2.0
96940,Ghaziabad,57.25,5000.0,1145,2.0
96941,Ghaziabad,2.06,8300.0,2485,3.0
96942,Greater Noida,53.12,4660.0,1140,2.0
96943,Greater Noida,47.31,3850.0,1229,2.0
96944,Greater Noida,78.75,4716.0,1670,3.0
96946,Greater Noida,71.89,4424.0,1625,3.0
96947,Ghaziabad,17.03,4518.0,377,1.0
96948,Ghaziabad,28.8,2400.0,1200,2.0
96949,Ghaziabad,98.0,4900.0,2000,3.0
96951,Greater Noida,51.89,4850.0,1070,2.0
96952,Greater Noida,78.72,4700.0,1675,3.0
96953,Greater Noida,67.7,4299.0,1575,3.0
96954,Greater Noida,76.21,5293.0,1440,3.0
96956,Greater Noida,37.39,3800.0,984,2.0
96957,Noida,3.87,11000.0,3525,4.0
96959,Lucknow,49.0,4000.0,1225,2.0
96960,Ghaziabad,57.25,5000.0,1145,2.0
96961,Ghaziabad,2.06,8300.0,2485,3.0
96962,Greater Noida,53.12,4660.0,1140,2.0
96963,Greater Noida,47.31,3850.0,1229,2.0
96964,Greater Noida,78.75,4716.0,1670,3.0
96966,Greater Noida,71.89,4424.0,1625,3.0
96967,Ghaziabad,17.03,4518.0,377,1.0
96968,Ghaziabad,28.8,2400.0,1200,2.0
96969,Ghaziabad,98.0,4900.0,2000,3.0
96971,Greater Noida,51.89,4850.0,1070,2.0
96972,Greater Noida,78.72,4700.0,1675,3.0
96973,Greater Noida,67.7,4299.0,1575,3.0
96974,Greater Noida,76.21,5293.0,1440,3.0
96976,Greater Noida,37.39,3800.0,984,2.0
96977,Noida,3.87,11000.0,3525,4.0
96979,Lucknow,49.0,4000.0,1225,2.0
96980,Ghaziabad,57.25,5000.0,1145,2.0
96981,Ghaziabad,2.06,8300.0,2485,3.0
96982,Greater Noida,53.12,4660.0,1140,2.0
96983,Greater Noida,47.31,3850.0,1229,2.0
96984,Greater Noida,78.75,4716.0,1670,3.0
96986,Greater Noida,71.89,4424.0,1625,3.0
96987,Ghaziabad,17.03,4518.0,377,1.0
96988,Ghaziabad,28.8,2400.0,1200,2.0
96989,Ghaziabad,98.0,4900.0,2000,3.0
96991,Greater Noida,51.89,4850.0,1070,2.0
96992,Greater Noida,78.72,4700.0,1675,3.0
96993,Greater Noida,67.7,4299.0,1575,3.0
96994,Greater Noida,76.21,5293.0,1440,3.0
96996,Greater Noida,37.39,3800.0,984,2.0
96997,Noida,3.87,11000.0,3525,4.0
96999,Lucknow,49.0,4000.0,1225,2.0
97000,Ghaziabad,57.25,5000.0,1145,2.0
97001,Ghaziabad,2.06,8300.0,2485,3.0
97002,Greater Noida,53.12,4660.0,1140,2.0
97003,Greater Noida,47.31,3850.0,1229,2.0
97004,Greater Noida,78.75,4716.0,1670,3.0
97006,Greater Noida,71.89,4424.0,1625,3.0
97007,Ghaziabad,17.03,4518.0,377,1.0
97008,Ghaziabad,28.8,2400.0,1200,2.0
97009,Ghaziabad,98.0,4900.0,2000,3.0
97011,Greater Noida,51.89,4850.0,1070,2.0
97012,Greater Noida,78.72,4700.0,1675,3.0
97013,Greater Noida,67.7,4299.0,1575,3.0
97014,Greater Noida,76.21,5293.0,1440,3.0
97016,Greater Noida,37.39,3800.0,984,2.0
97017,Noida,3.87,11000.0,3525,4.0
97019,Lucknow,49.0,4000.0,1225,2.0
97020,Ghaziabad,57.25,5000.0,1145,2.0
97021,Ghaziabad,2.06,8300.0,2485,3.0
97022,Greater Noida,53.12,4660.0,1140,2.0
97023,Greater Noida,47.31,3850.0,1229,2.0
97024,Greater Noida,78.75,4716.0,1670,3.0
97026,Greater Noida,71.89,4424.0,1625,3.0
97027,Ghaziabad,17.03,4518.0,377,1.0
97028,Ghaziabad,28.8,2400.0,1200,2.0
97029,Ghaziabad,98.0,4900.0,2000,3.0
97031,Greater Noida,51.89,4850.0,1070,2.0
97032,Greater Noida,78.72,4700.0,1675,3.0
97033,Greater Noida,67.7,4299.0,1575,3.0
97034,Greater Noida,76.21,5293.0,1440,3.0
97036,Greater Noida,37.39,3800.0,984,2.0
97037,Noida,3.87,11000.0,3525,4.0
97039,Lucknow,49.0,4000.0,1225,2.0
97040,Ghaziabad,57.25,5000.0,1145,2.0
97041,Ghaziabad,2.06,8300.0,2485,3.0
97042,Greater Noida,53.12,4660.0,1140,2.0
97043,Greater Noida,47.31,3850.0,1229,2.0
97044,Greater Noida,78.75,4716.0,1670,3.0
97046,Greater Noida,71.89,4424.0,1625,3.0
97047,Ghaziabad,17.03,4518.0,377,1.0
97048,Ghaziabad,28.8,2400.0,1200,2.0
97049,Ghaziabad,98.0,4900.0,2000,3.0
97051,Greater Noida,51.89,4850.0,1070,2.0
97052,Greater Noida,78.72,4700.0,1675,3.0
97053,Greater Noida,67.7,4299.0,1575,3.0
97054,Greater Noida,76.21,5293.0,1440,3.0
97056,Greater Noida,37.39,3800.0,984,2.0
97057,Noida,3.87,11000.0,3525,4.0
97059,Lucknow,49.0,4000.0,1225,2.0
97060,Ghaziabad,57.25,5000.0,1145,2.0
97061,Ghaziabad,2.06,8300.0,2485,3.0
97062,Greater Noida,53.12,4660.0,1140,2.0
97063,Greater Noida,47.31,3850.0,1229,2.0
97064,Greater Noida,78.75,4716.0,1670,3.0
97066,Greater Noida,71.89,4424.0,1625,3.0
97067,Ghaziabad,17.03,4518.0,377,1.0
97068,Ghaziabad,28.8,2400.0,1200,2.0
97069,Ghaziabad,98.0,4900.0,2000,3.0
97071,Greater Noida,51.89,4850.0,1070,2.0
97072,Greater Noida,78.72,4700.0,1675,3.0
97073,Greater Noida,67.7,4299.0,1575,3.0
97074,Greater Noida,76.21,5293.0,1440,3.0
97076,Greater Noida,37.39,3800.0,984,2.0
97077,Noida,3.87,11000.0,3525,4.0
97079,Lucknow,49.0,4000.0,1225,2.0
97080,Ghaziabad,57.25,5000.0,1145,2.0
97081,Ghaziabad,2.06,8300.0,2485,3.0
97082,Greater Noida,53.12,4660.0,1140,2.0
97083,Greater Noida,47.31,3850.0,1229,2.0
97084,Greater Noida,78.75,4716.0,1670,3.0
97086,Greater Noida,71.89,4424.0,1625,3.0
97087,Ghaziabad,17.03,4518.0,377,1.0
97088,Ghaziabad,28.8,2400.0,1200,2.0
97089,Ghaziabad,98.0,4900.0,2000,3.0
97091,Greater Noida,51.89,4850.0,1070,2.0
97092,Greater Noida,78.72,4700.0,1675,3.0
97093,Greater Noida,67.7,4299.0,1575,3.0
97094,Greater Noida,76.21,5293.0,1440,3.0
97096,Greater Noida,37.39,3800.0,984,2.0
97097,Noida,3.87,11000.0,3525,4.0
97099,Lucknow,49.0,4000.0,1225,2.0
97100,Ghaziabad,57.25,5000.0,1145,2.0
97101,Ghaziabad,2.06,8300.0,2485,3.0
97102,Greater Noida,53.12,4660.0,1140,2.0
97103,Greater Noida,47.31,3850.0,1229,2.0
97104,Greater Noida,78.75,4716.0,1670,3.0
97106,Greater Noida,71.89,4424.0,1625,3.0
97107,Ghaziabad,17.03,4518.0,377,1.0
97108,Ghaziabad,28.8,2400.0,1200,2.0
97109,Ghaziabad,98.0,4900.0,2000,3.0
97111,Greater Noida,51.89,4850.0,1070,2.0
97112,Greater Noida,78.72,4700.0,1675,3.0
97113,Greater Noida,67.7,4299.0,1575,3.0
97114,Greater Noida,76.21,5293.0,1440,3.0
97116,Greater Noida,37.39,3800.0,984,2.0
97117,Noida,3.87,11000.0,3525,4.0
97119,Lucknow,49.0,4000.0,1225,2.0
97120,Ghaziabad,57.25,5000.0,1145,2.0
97121,Ghaziabad,2.06,8300.0,2485,3.0
97122,Greater Noida,53.12,4660.0,1140,2.0
97123,Greater Noida,47.31,3850.0,1229,2.0
97124,Greater Noida,78.75,4716.0,1670,3.0
97126,Greater Noida,71.89,4424.0,1625,3.0
97127,Ghaziabad,17.03,4518.0,377,1.0
97128,Ghaziabad,28.8,2400.0,1200,2.0
97129,Ghaziabad,98.0,4900.0,2000,3.0
97131,Greater Noida,51.89,4850.0,1070,2.0
97132,Greater Noida,78.72,4700.0,1675,3.0
97133,Greater Noida,67.7,4299.0,1575,3.0
97134,Greater Noida,76.21,5293.0,1440,3.0
97136,Greater Noida,37.39,3800.0,984,2.0
97137,Noida,3.87,11000.0,3525,4.0
97139,Lucknow,49.0,4000.0,1225,2.0
97140,Ghaziabad,57.25,5000.0,1145,2.0
97141,Ghaziabad,2.06,8300.0,2485,3.0
97142,Greater Noida,53.12,4660.0,1140,2.0
97143,Greater Noida,47.31,3850.0,1229,2.0
97144,Greater Noida,78.75,4716.0,1670,3.0
97146,Greater Noida,71.89,4424.0,1625,3.0
97147,Ghaziabad,17.03,4518.0,377,1.0
97148,Ghaziabad,28.8,2400.0,1200,2.0
97149,Ghaziabad,98.0,4900.0,2000,3.0
97151,Greater Noida,51.89,4850.0,1070,2.0
97152,Greater Noida,78.72,4700.0,1675,3.0
97153,Greater Noida,67.7,4299.0,1575,3.0
97154,Greater Noida,76.21,5293.0,1440,3.0
97156,Greater Noida,37.39,3800.0,984,2.0
97157,Noida,3.87,11000.0,3525,4.0
97159,Lucknow,49.0,4000.0,1225,2.0
97160,Ghaziabad,57.25,5000.0,1145,2.0
97161,Ghaziabad,2.06,8300.0,2485,3.0
97162,Greater Noida,53.12,4660.0,1140,2.0
97163,Greater Noida,47.31,3850.0,1229,2.0
97164,Greater Noida,78.75,4716.0,1670,3.0
97166,Greater Noida,71.89,4424.0,1625,3.0
97167,Ghaziabad,17.03,4518.0,377,1.0
97168,Ghaziabad,28.8,2400.0,1200,2.0
97169,Ghaziabad,98.0,4900.0,2000,3.0
97171,Greater Noida,51.89,4850.0,1070,2.0
97172,Greater Noida,78.72,4700.0,1675,3.0
97173,Greater Noida,67.7,4299.0,1575,3.0
97174,Greater Noida,76.21,5293.0,1440,3.0
97176,Greater Noida,37.39,3800.0,984,2.0
97177,Noida,3.87,11000.0,3525,4.0
97179,Lucknow,49.0,4000.0,1225,2.0
97180,Ghaziabad,57.25,5000.0,1145,2.0
97181,Ghaziabad,2.06,8300.0,2485,3.0
97182,Greater Noida,53.12,4660.0,1140,2.0
97183,Greater Noida,47.31,3850.0,1229,2.0
97184,Greater Noida,78.75,4716.0,1670,3.0
97186,Greater Noida,71.89,4424.0,1625,3.0
97187,Ghaziabad,17.03,4518.0,377,1.0
97188,Ghaziabad,28.8,2400.0,1200,2.0
97189,Ghaziabad,98.0,4900.0,2000,3.0
97191,Greater Noida,51.89,4850.0,1070,2.0
97192,Greater Noida,78.72,4700.0,1675,3.0
97193,Greater Noida,67.7,4299.0,1575,3.0
97194,Greater Noida,76.21,5293.0,1440,3.0
97196,Greater Noida,37.39,3800.0,984,2.0
97197,Noida,3.87,11000.0,3525,4.0
97199,Lucknow,49.0,4000.0,1225,2.0
97200,Ghaziabad,57.25,5000.0,1145,2.0
97201,Ghaziabad,2.06,8300.0,2485,3.0
97202,Greater Noida,53.12,4660.0,1140,2.0
97203,Greater Noida,47.31,3850.0,1229,2.0
97204,Greater Noida,78.75,4716.0,1670,3.0
97206,Greater Noida,71.89,4424.0,1625,3.0
97207,Ghaziabad,17.03,4518.0,377,1.0
97208,Ghaziabad,28.8,2400.0,1200,2.0
97209,Ghaziabad,98.0,4900.0,2000,3.0
97211,Greater Noida,51.89,4850.0,1070,2.0
97212,Greater Noida,78.72,4700.0,1675,3.0
97213,Greater Noida,67.7,4299.0,1575,3.0
97214,Greater Noida,76.21,5293.0,1440,3.0
97216,Greater Noida,37.39,3800.0,984,2.0
97217,Noida,3.87,11000.0,3525,4.0
97219,Lucknow,49.0,4000.0,1225,2.0
97220,Ghaziabad,57.25,5000.0,1145,2.0
97221,Ghaziabad,2.06,8300.0,2485,3.0
97222,Greater Noida,53.12,4660.0,1140,2.0
97223,Greater Noida,47.31,3850.0,1229,2.0
97224,Greater Noida,78.75,4716.0,1670,3.0
97226,Greater Noida,71.89,4424.0,1625,3.0
97227,Ghaziabad,17.03,4518.0,377,1.0
97228,Ghaziabad,28.8,2400.0,1200,2.0
97229,Ghaziabad,98.0,4900.0,2000,3.0
97231,Greater Noida,51.89,4850.0,1070,2.0
97232,Greater Noida,78.72,4700.0,1675,3.0
97233,Greater Noida,67.7,4299.0,1575,3.0
97234,Greater Noida,76.21,5293.0,1440,3.0
97236,Greater Noida,37.39,3800.0,984,2.0
97237,Noida,3.87,11000.0,3525,4.0
97239,Lucknow,49.0,4000.0,1225,2.0
97240,Ghaziabad,57.25,5000.0,1145,2.0
97241,Ghaziabad,2.06,8300.0,2485,3.0
97242,Greater Noida,53.12,4660.0,1140,2.0
97243,Greater Noida,47.31,3850.0,1229,2.0
97244,Greater Noida,78.75,4716.0,1670,3.0
97246,Greater Noida,71.89,4424.0,1625,3.0
97247,Ghaziabad,17.03,4518.0,377,1.0
97248,Ghaziabad,28.8,2400.0,1200,2.0
97249,Ghaziabad,98.0,4900.0,2000,3.0
97251,Greater Noida,51.89,4850.0,1070,2.0
97252,Greater Noida,78.72,4700.0,1675,3.0
97253,Greater Noida,67.7,4299.0,1575,3.0
97254,Greater Noida,76.21,5293.0,1440,3.0
97256,Greater Noida,37.39,3800.0,984,2.0
97257,Noida,3.87,11000.0,3525,4.0
97259,Lucknow,49.0,4000.0,1225,2.0
97260,Ghaziabad,57.25,5000.0,1145,2.0
97261,Ghaziabad,2.06,8300.0,2485,3.0
97262,Greater Noida,53.12,4660.0,1140,2.0
97263,Greater Noida,47.31,3850.0,1229,2.0
97264,Greater Noida,78.75,4716.0,1670,3.0
97266,Greater Noida,71.89,4424.0,1625,3.0
97267,Ghaziabad,17.03,4518.0,377,1.0
97268,Ghaziabad,28.8,2400.0,1200,2.0
97269,Ghaziabad,98.0,4900.0,2000,3.0
97271,Greater Noida,51.89,4850.0,1070,2.0
97272,Greater Noida,78.72,4700.0,1675,3.0
97273,Greater Noida,67.7,4299.0,1575,3.0
97274,Greater Noida,76.21,5293.0,1440,3.0
97276,Greater Noida,37.39,3800.0,984,2.0
97277,Noida,3.87,11000.0,3525,4.0
97279,Lucknow,49.0,4000.0,1225,2.0
97280,Ghaziabad,57.25,5000.0,1145,2.0
97281,Ghaziabad,2.06,8300.0,2485,3.0
97282,Greater Noida,53.12,4660.0,1140,2.0
97283,Greater Noida,47.31,3850.0,1229,2.0
97284,Greater Noida,78.75,4716.0,1670,3.0
97286,Greater Noida,71.89,4424.0,1625,3.0
97287,Ghaziabad,17.03,4518.0,377,1.0
97288,Ghaziabad,28.8,2400.0,1200,2.0
97289,Ghaziabad,98.0,4900.0,2000,3.0
97291,Greater Noida,51.89,4850.0,1070,2.0
97292,Greater Noida,78.72,4700.0,1675,3.0
97293,Greater Noida,67.7,4299.0,1575,3.0
97294,Greater Noida,76.21,5293.0,1440,3.0
97296,Greater Noida,37.39,3800.0,984,2.0
97297,Noida,3.87,11000.0,3525,4.0
97299,Lucknow,49.0,4000.0,1225,2.0
97300,Ghaziabad,57.25,5000.0,1145,2.0
97301,Ghaziabad,2.06,8300.0,2485,3.0
97302,Greater Noida,53.12,4660.0,1140,2.0
97303,Greater Noida,47.31,3850.0,1229,2.0
97304,Greater Noida,78.75,4716.0,1670,3.0
97306,Greater Noida,71.89,4424.0,1625,3.0
97307,Ghaziabad,17.03,4518.0,377,1.0
97308,Ghaziabad,28.8,2400.0,1200,2.0
97309,Ghaziabad,98.0,4900.0,2000,3.0
97311,Greater Noida,51.89,4850.0,1070,2.0
97312,Greater Noida,78.72,4700.0,1675,3.0
97313,Greater Noida,67.7,4299.0,1575,3.0
97314,Greater Noida,76.21,5293.0,1440,3.0
97316,Greater Noida,37.39,3800.0,984,2.0
97317,Noida,3.87,11000.0,3525,4.0
97319,Lucknow,49.0,4000.0,1225,2.0
97320,Ghaziabad,57.25,5000.0,1145,2.0
97321,Ghaziabad,2.06,8300.0,2485,3.0
97322,Greater Noida,53.12,4660.0,1140,2.0
97323,Greater Noida,47.31,3850.0,1229,2.0
97324,Greater Noida,78.75,4716.0,1670,3.0
97326,Greater Noida,71.89,4424.0,1625,3.0
97327,Ghaziabad,17.03,4518.0,377,1.0
97328,Ghaziabad,28.8,2400.0,1200,2.0
97329,Ghaziabad,98.0,4900.0,2000,3.0
97331,Greater Noida,51.89,4850.0,1070,2.0
97332,Greater Noida,78.72,4700.0,1675,3.0
97333,Greater Noida,67.7,4299.0,1575,3.0
97334,Greater Noida,76.21,5293.0,1440,3.0
97336,Greater Noida,37.39,3800.0,984,2.0
97337,Noida,3.87,11000.0,3525,4.0
97339,Lucknow,49.0,4000.0,1225,2.0
97340,Ghaziabad,57.25,5000.0,1145,2.0
97341,Ghaziabad,2.06,8300.0,2485,3.0
97342,Greater Noida,53.12,4660.0,1140,2.0
97343,Greater Noida,47.31,3850.0,1229,2.0
97344,Greater Noida,78.75,4716.0,1670,3.0
97346,Greater Noida,71.89,4424.0,1625,3.0
97347,Ghaziabad,17.03,4518.0,377,1.0
97348,Ghaziabad,28.8,2400.0,1200,2.0
97349,Ghaziabad,98.0,4900.0,2000,3.0
97351,Greater Noida,51.89,4850.0,1070,2.0
97352,Greater Noida,78.72,4700.0,1675,3.0
